book_id,title,description,language_code
10634921,Sinbad the Sailor. Retold and Illustrated by Marcia Williams,The stories of Sinbad the Sailor are some of the best-loved tales from 'The Arabian Nights'. Travel over the seas and follow Sinbad's adventures retold in Marcia Williams' vivid comic-strip style.,eng
5631192,"The Spider, Master of Men! #7: Serpent of Destruction",,eng
16071092,"Bitten (A Novel of Faerie, #1)","Fourteen-year-old Cherrie Wilding stopped believing in fairies after her Grams had a stroke that left her a silent, empty stranger. But whether she believes in them or not, one of them bit her, and now the venom is spreading through her system and causing . . . complications. Like an allergy to iron and a craving for milk.
It turns out that fairy venom has the power to turn mortals into small, winged versions of themselves. And it gets better. Grams's stroke was the result of her light--her fairy soul--being stolen. The fairy who bit Cherrie demands her to help steal Grams's light back.
As much as Cherrie wants to save Grams, her need to protect her older brother from the fairies and the rest of the real world wins out. Who knows what lurks in a world populated by winged menaces? But when the fairy talks Cherrie's brother into going to the fairy realm, Cherrie mounts a rescue attempt to save him. To her surprise, it's not her brother who needs rescuing--it's the fairies. Someone is stealing their lights and imprisoning them, and it's up to Cherrie and her brother to free them. But saving the fairies, keeping her brother safe, and returning home requires the help of the Phoenix. And the price for his aid doesn't come cheap. If Cherrie wants to succeed, she must be willing to part with her greatest possession: her heart.",eng
28489935,True Courage (True Heroes Military Romance #2),"Even if you're ready for everything, sometimes the rescuer needs rescuing. . .
In a blinding blizzard, wize-cracking Air Force Colonel Rick MacIntyre crashes his Blackhawk. As he waits for his own rescue in the frigid dark, his lifeline is the voice of Lily Atherton.
Rick is dying on the side of the mountain. He's alone, except for the precious voice of a woman he's never met. If he gets out of this alive, he wants to meet. Thank her. Fall in love with her. Marry her.
Lily wants that too. But life has taught her that fairy tales don't happen. Rick is old enough to be her father--well, almost. And he's so far out of her league as to be laughable. Convincing her heart though. . .
Can the connection they formed on the edge of crisis hold up to the overwhelming obstacles of everyday life? Is there enough courage?
True Courageis the second installment in the five-book True Heroes military romance series. If you like heart-wrenching, wholesome love stories, then you'll adore this book and the entire series.",eng
10634544,"Smitten (Smitten, #1)","Welcome to Smitten, Vermont.
With the help of four friends, it's about to become the most romantic town in America.
The proposed closing of the lumber mill comes as unwelcome news for the citizens of Smitten. How will the town survive without its main employer? A close-knit group of women think they've got just the plan to save Smitten. They'll capitalize on its name and turn it into a tourist destination for lovers complete with sweet shops, a high-end spa, romantic music on the square, and cabins outfitted with fireplaces and hot tubs.
But is this manly town ready for an influx of romantically-minded guests?
Country music sensation Sawyer Smitten, the town's hometown hero, wants to help by holding his own wedding there on Valentine's Day. And little Mia's lavender wreaths hang all over town as a reminder that faith can work miracles. Along the way, four women spearheading the town's transformation energetic Natalie, sophisticated Julia, graceful Shelby, and athletic Reese get in the spirit by reviving their own love lives.
Join best-selling inspirational romance authors (and real-life BFFs) Colleen Coble, Kristin Billerbeck, Diann Hunt, and Denise Hunter for an inspiring stay at the (soon-to-be) most romantic town on the eastern seaboard.
One visit . . . and you ll be smitten too.",eng
9594150,"They Fight Like Soldiers, They Die Like Children: The Global Quest to Eradicate the Use of Child Soldiers","""It is my hope that through the pages of this remarkable book, you will discover groundbreaking thoughts on building partnerships and networks to enhance the global movement to end child soldiering; you will gain new and holistic insights on what constitutes a child soldier; you will learn more about girl soldiers, who have not been fully considered in the discussion of this issue; you will discover methods on how to influence national policies and the training of security forces; and you will find practical steps that will foster better coordination between security forces and humanitarian efforts.""-Ishmael Beah 
As the leader of the ill-fated United Nations peacekeeping force in Rwanda, Lieutenant-General Romeo Dallaire came face-to-face with the horrifying reality of child soldiers during the genocide of 1994. Since then the incidence of child soldiers has proliferated in conflicts around the world: they are cheap, plentiful, expendable, with an incredible capacity, once drugged and brainwashed, for both loyalty and barbarism.
The dilemma of the adult soldier who faces them is poignantly expressed in this book's title: when children are shooting at you, they are soldiers, but as soon as they are wounded or killed, they are children once again. Believing that not one of us should tolerate a child being used in this fashion, Dallaire has made it his mission to end the use of child soldiers. Where Ishmael Beah's A Long Way Gone gave us wrenching testimony of the devastating experience of being a child soldier, Dallaire offers intellectually daring and enlightened approaches to the child soldier phenomenon, and insightful, empowering solutions to eradicate it.",eng
416340,The President Vanishes,,eng
22602151,A Perfect Cocktail,"'A Perfect Cocktail' is a collection of six short stories; a blend of humour, love, mystery, intrigue, family relationships and second chances. Quick reads perfect for coffee breaks or summer reading on the beach - cocktail optional.",eng
25104485,The Mastery Manual,"A life-changing guide for personal and professional greatness!
The Mastery Manual is packed with real-world ideas and practices that will get you to world-class quickly.
The book comprises 36 life-changing modules, each of which will help you take your business and your life to the next level.
Reflect on how you are working and living and commit to making course-corrections to get better. Think about what needs to happen during your day in order for you to feel you have lived fully and greatly.
Robin Sharma reveals pithy yet profound thoughts that will revolutionize your way of living and make you master of your world.",eng
25870352,Dossouye: The Dancers of Mulukau (Dossouye #2),,eng
24624834,The Funny Thing About War,"Meet Chris Columbo. Twenty-two years old, intelligent, well spoken--once a promising U.S. naval officer candidate. But at college, his plans and dreams are shattered by the woman he deeply loves. Disillusioned about life in general, he falls into an abyss of self-pity, resigns his ROTC scholarship, abandons his studies, drops out and embarks on a downward spiral, eventually hitting rock bottom. But all is not lost as he receives orders to report for active duty with the U.S. Navy, an organization to which he is contractually bound. In spite of his recent opposition to the war, desperation forces him to honor the terms of his contract and he soon finds himself aboard the the USS Lawrence, a guided missile destroyer, deployed as an active participant in the Lam Son and Linebacker operations off the coasts of South and North Vietnam. THE FUNNY THING ABOUT WAR, an historical fiction, provides a sailor's perspective of the Vietnam War through the exploits of Chris and his shipmates. Sometimes challenging, often humorous, Chris's experiences will change him forever, leading him to embrace his life and future. Now, if he can just survive his final mission",eng
25881369,Omega's Pack (The Omega Geek #2),"Brandon isn't sure how he ended up in a pack with two alphas fighting for his attention. Still, the cute omega is eager for his nightly double-knot by his muscular alphas, Zane and Graham. Their thick musk and piercing gaze invades his senses, causing the omega to lose his mind. While the alphas do their best to keep Brandon a secret, danger appears to be lurking around the corner, waiting to expose the truth...
Omega Geek is a sweltering 3-part MPreg series with NO cliffhangers at the end of each book.
Book 1 - Out Now: www.amazon.com/gp/product/B010VZ2NKI?
Book 3 out July 17th, 2015
A 65-page story with adult content, sexually explicit scenes between a strong, demanding, yet understanding alpha and his tender, sweet omega. Contains male breeding and knotting.",eng
2536996,Ghost Moon (Moon #7),"York delivers the seventh novel in her paranormal Moon series. A freed slave from a parallel universe, Quinn has come to this world on a mission, but she's interrupted by the ghost of Caleb, a seductive werewolf who had been murdered by the ancestors of Quinn's dearest friends. Original.",eng
25790312,Ricochet,"The only sure way to destroy a man is to take what he cannot live without.
Three years ago, I had everything.
A beautiful wife.
A son.
A reason for living.
Until a ruthless task force, assembled under Mayor Michael Culling, with a brutal strategy to make the streets of Detroit 'safe', ripped away everything I loved in a deadly hunt called The Culling.
They tried to kill me, too. I wish they had. Now I'm cursed by the memories of that night, and the words I whispered to my dying wife.
A promise--to avenge the wrong and set it right.
I'm no longer Nick Ryder. I'm a masked vigilante. Faceless. Loveless. Fearless. A man with nothing left to lose--one who's seen the dark and violent truth behind the city's flawless veneer.
Michael Culling doesn't know who I am. Or what I want. All he knows is that I've kidnapped hisbeautiful wife.
An eye for an eye--isn't that how the saying goes? And Aubree Culling is the perfect pawn to destroy him.
If she doesn't destroy me first.
WARNING: **Not recommended for readers under the age of 18 due to graphic violence, sex and strong language. Trigger warning for self harm.",eng
1628883,The Coming-Down Time,,eng
18370731,"A Risk Worth Taking (Grayson County, #1)","When 22-year-old Summer Stafford's parents split halfway through her senior year at college, Summer's world is rocked. Everything she thought she knew--heck, everything she thought she wanted for her own life--feels like a lie. The truth is love is a risk. And the true kind, the kind that lasts, might even be a fairy tale.
Reeling from the divorce, Summer derails her own future by breaking up with her parent-approved boyfriend and giving up her lifelong plans for a big-city career. She moves back home, business degree in hand. Dad needs her to fill the gaps her mother left behind; Summer needs to find who she is outside of the cookie-cutter life that failed so miserably for her parents.
Ford O'Neal's future involves one person: himself. He doesn't have a permanent address and he definitely doesn't commit. To a place or a person. Raised by hippies, he plans just far enough ahead to secure his next stop, this one landing him at a work-study program at Heritage Plantation where he can grow his own herbal and medicinal creations.
Summer is gorgeous and smart and fun to be with, the perfect way to pass five months. It won't be love--Ford's got too many things to accomplish, too many places to go, before he settles down. Yet Summer pulls him in, challenging him to rethink his own philosophy.
When Ford's five months are up, each of them must decide if love is really worth the risk.",eng
29200337,Solo in Singapore,"Quirky, overweight and emotionally insecure Munmun Menon, a kid born of a Bohemian Bengali mother and a number-crunching Malayali father, has been dreaming of true love forever. With an expired shelf life (she is thirty!), a no-go job as a correspondent, and an unfaithful lover, she decides to make a clean break. She buys a one-way ticket to Singapore, the city where her long lost father lives, and arrives carrying a heart full of hurt and a host of dreams.
Solo in Singapore is a rip-roaring, side-splitting account of a young girl's experience in an alien land and her efforts at keeping herself buoyed in choppy waters.",eng
16120802,There Was an Old Lady Who Swallowed Some Books!,"There was an old lady who's ready for school!
That lovely old lady has returned just in time for the first day of school. Now she's swallowing items to make the very best of her first day back. And just in time for the bus...
With rhyming text and funny illustrations, this lively version of the classic song will appeal to young readers with every turn of the page--a fun story for the first day of school!",eng
22675047,The Hanged Man,"In 1988 Daisy encounters a dangerous stranger who draws her into a story of revenge spanning one hundred and twenty years in the American Southwest.
A boy runs away to fight in the civil war like his father, a young woman rediscovers her dreams, a man confronts a legendary figure that haunts the town where he spent his youth.
A story about growing up in a traveling carnival, revenge, love and the value of a good co-pilot when undertaking a long road trip.",eng
18364957,"Small Folk Rhymes (Small Folk Tales,#1)","An original collection of poems and short stories for wee small folk - to capture and enhance their own wondrously fertile imaginations. The chosen pictures add their own brand of quirkiness.
Christine hopes there are many talented readers out there for those smalls who are not yet able to read to themselves?
To these special people Christine says -
Please share the honour with me of being part of creating yet another bookworm.
I believe the people of our world can never have too many dreams - to soften its harsher realities, to bring more light and love into our lives.
You're never too young to start dreaming . . . or too old to stop.",eng
1032217,All Quiet on the Western Front,Thought by many to be the finest novel written about the First World War. A universal story of men at war.,eng
29440648,"The Medusa Files Collection: Books 1, 2, and 3","The monsters of myth are real and she's just discovered she's one of them.
Every instinct U.S. Marshal Morgan Jacobs has screams she's dangerous. And all logic says she's crazy. She couldn't have killed that man by turning him to stone with her gaze. That's impossible. Except she has no other explanation for what happened that night four months ago.
But now she's caught in a game of cat and mouse against a powerful man determined to destroy her and must partner with two mysterious FBI agents in order to stop him. Except both men are too sexy for Morgan's own good: the dark and brooding Alexander Gage, and the wicked bad boy Lachlin Kincade.
This boxed set includes the first three books in this action-packed dark urban fantasy series: Case #1: Written in Stone, Case #2: Heart of Stone, and Case #3: Escaped From Stone.
Grab your copy of the Medusa Files Collection and start reading Morgan's journey today!
CASE #1: WRITTEN IN STONE
The monsters of myth are real...
Every instinct U.S. Marshal Morgan Jacobs has screams she's dangerous. And all logic says she's crazy. She couldn't have turned that man to stone with her gaze. That's impossible. Except she has no other explanation for what she remembers about that night or how she got away from him four months ago. And when her friend is kidnapped, Morgan must partner with the mysterious FBI agent Alexander Gage and face the truth... monsters are real.
CASE #2: HEART OF STONE
Some things are more dangerous than monsters.
Much to Morgan Jacobs' relief, she isn't crazy; the world is. Monsters of myth are real and she's one of them. With only a tenuous hold on her new gorgon abilities and with some of those monsters--the Kin--trying to kill her, Morgan's best bet is to move in with the mysterious Alexander Gage and his Kin team. Except she doesn't know if she can trust him, or herself for that matter when he's around. But when a young Kin woman is murdered with magic, Morgan must put aside her fear of her powers and face something more dangerous than just monsters: her emotions.
CASE #3: ESCAPED FROM STONE
Sometimes the monster in the dark is real.
Still trying to figure out her place in a world where the monsters of myth are real, U.S. Marshal Morgan Jacobs finally has a reprise from the madness. A murderer has escaped from jail, and while he is Kin--one of the monsters--Morgan at least knows how to handle a fugitive hunt. And with her best friend and fellow Marshal Kate helping out, it feels like nothing has changed. But everything has changed. Chasing a real monster is much more dangerous than chasing a human one and ignoring the truth could be deadly.",eng
12440710,Tisarian's Treasure,"A dark jungle. Angry pirates. Bloodthirsty monsters. Old magic.
And a captivating woman.
This is the scene of TISARIAN'S TREASURE, a novella by J.M. Martin, in which the young Doctor Alexandre Mallory has recently escaped the clutches of the fearsome pirate captain, Thadieus Drake, and his hellish crew aboard the Tatterdemalion. But the pursuit is far from over. Drake and his band of cutthroats are hot on Mallory's heels, and during his flight the good doctor realizes he holds a secret the pirate captain will do anything to attain: the location of a treasure that is much more than jewels and gold, but a hoard of immeasurable power.
Pyr author Jon Sprunk (SHADOW'S SON, SHADOW'S LURE) says, ""Martin weaves a breath-taking tale of pirates, treasure, sorcery, and uncommon bravery. Here is a yarn from a true storyteller, rife with traditional fantasy influences. I couldn't put it down.""",eng
6617498,Animalympics,,eng
15795217,Portrait of Lisane de Patagnia,The line between art and magic is a treacherous thing.,eng
17374617,Blood Moon Harbor,"After Hours, by Q. L. Pearce
The smooth, unblocked passages of Blood Moon Harbor Mall tempt Nina and her skateboarder friends to sneak in after closing. But something hideous waits in the shadows of the third floor and the kids quickly find themselves on the food court menu.
Drawn from Beyond by Q. L. Pearce
Kristine is tired of being the target of schoolyard bullies. When a strange pencil offers some sweet revenge she takes the bait and learns that you have to be very careful what you wish for.
Survival Camp by Francesca Rusackas
Hector has mixed feelings about a weekend campout in the woods. A tumble down a hillside leaves him with an injured ankle and on his own. As night falls he realizes that he is not alone after all. Something is stalking him and there is no place to hide",eng
7593681,"Cowboy Dreams (Love's Legacy, #2)","A lace corset, a bar of rose scented soap...
Lovers Jeb McCain and Boone Fowler don't know what to expect when they find an unconscious man in the countryside, but it's certainly not a sexy little man dressed in a woman's lace corset.
They soon discover that they want Avery to join their little family, but to keep him safe, Avery has to become their wife. Can they convince Avery and the rest of Applegate Valley that the pretty man they've fallen for is a woman?
[Menage Amour: Erotic Western Alternative Menage a Trois Romance, M/M/M]",eng
20868019,The Seer,"The first time Nick Northfield saw a demon was the summer of 1988 in Houston, Texas, when he was nine years old. It wouldn't be the last. . . .
On the outside, Nick has everything a kid could want: a Nintendo with plenty of games, two good friends, and an unrequited crush whose interest in him might be growing. His mom always told him, ""Count your friends on one hand and call yourself lucky,"" and Nick always listened. But something is wrong on the inside, for he's having haunting visions, nightmares that cause him to wake up screaming, and thoughts that he's different than other kids and very much alone. And not long after his first sighting of a demon, he sees another. . . .
On the opposite side of town, Sal Burke helps operate his family's candy store by day, and by night embarks upon a vicious killing spree, eager to watch his fame around town grow. And it does, as the town soon grows wary of the vicious murderer known only as the Pied Piper. Now Sal is opening a new candy store in Nick's part of town . . . and horror will soon follow.
Beware, the Pied Piper is coming to town, and he's bringing his lust for murder and mayhem with him.
The Seer is a terrifying novel that will keep you on the edge of your seat . . . and up till morning.",eng
17877183,Alias Hook,"The flip-side of Peter Pan, the historical fantasy, Alias Hook, is a time-traveling love story about male and female, love and war, and the delicate art of growing up.
Captain James Benjamin Hook is a grown man stranded in a world run by a capricious 11-year-old boy. Once an embittered warrior with a grudge against the world, now Hook is trapped forever in a pointless war he can never win against the boy tyrant, Pan, and his magical allies.
When a grown woman dreams her way to the Neverland in defiance of all the boy's rules, she may be the key to Hook's redemption--maybe even his release--if they can unravel the curse that binds him there before Pan can capture her and drag Hook back into their neverending game.
But nothing is won in the Neverland without the forfeit of something else. And the price of Hook's freedom may be more than he can bear to pay.",eng
35036409,My Brilliant Friend (L'amica geniale #1),"A modern masterpiece from one of Italy's most acclaimed authors, My Brilliant Friend is a rich, intense and generous hearted story about two friends, Elena and Lila. Ferrante's inimitable style lends itself perfectly to a meticulous portrait of these two women that is also the story of a nation and a touching meditation on the nature of friendship. Through the lives of these two women, Ferrante tells the story of a neighbourhood, a city and a country as it is transformed in ways that, in turn, also transform the relationship between her two protagonists.",eng
4272585,No Escape,"A woman takes her young son and flees when her relationship with her domineering husband turns violent, but there is nowhere he won't follow them and nothing he won't do to get them back.",eng
25649494,"Vinland Saga, Omnibus 7","DEATHS AND DECISIONS
His army starving for resources, King Canute schemes to confiscate Ketil's farm. Ketil and his sons become fugitives, barely escaping the capital aboard Leif Ericson's ship, but Canute follows in pursuit with his best men. Upon Ketil's return, he finds his beloved slave Arnheid has helped her former husband, a runaway who has killed many of Ketil's bodyguards, escape. Beset by betrayal on all sides, there may be no way out for Ketil, but Thorfinn finally has his freedom. Yet, the son of Thors feels bound to Denmark by his unfinished business with Canute...",eng
17302080,"Got A Hold On You (Ringside Romance, #1)","When conservative number cruncher Frankie McGee offers to help her uncle save his wrestling promotion, she doesn't sign on to dress as a scantily clad tigress and prance into the ring on the arm of a sexy cowboy wrestler. But Black Jack Hudson isn't just any cowboy and pretty soon the chemistry sizzling between them threatens to unravel Frankie's plans for a perfect life with her pre-fiance.
Will Frankie's intellect win over her desire, or will she go down for the count, risking everything for love?",eng
713498,The Runaway Bunny,"Celebrating 75 years, The Runaway Bunnyby Margaret Wise Brown, beloved children's book author of Goodnight Moon, in a sturdy board book edition, perfect for little hands.
""If you run away,"" said his mother, ""I will run after you. For you are my little bunny.""
A little bunny keeps running away from his mother in this imaginary game of hide-and-seek. Children will be profoundly comforted by this lovingly steadfast mother who finds her child every time.
The Runaway Bunny, first published in 1942 and never out of print, has indeed become a classic. Generations of readers have fallen in love with the gentle magic of its reassuring words and loving pictures. The sturdy board book pages make this edition of the beloved story perfect for babies and toddlers.",eng
13450223,"When, At Last, He Found Me (Memoir of a Mermaid, #1)","Seraphin Shedd wanted her high school graduation day to be different, and by different, she meant ordinary. In a life led by tragedy, a break from the flashbacks would have been a welcomed relief. Instead, after the disappearance of her beloved teacher, Ms. Dorah Zebedee, her memories became increasingly more vivid. Only one person, Joseph Merrick, knows where to find Ms. Z, but he's not eager to help. Through an unaccommodating and mysterious persona, Joseph brings Seraphin to an emotional breaking point. If she can learn to trust him, she just might uncover the mystery behind her heartbreaking past. Though, she can't help but wonder if his interest in her is purely for personal gain, or will he prove to be a loyal friend?
Follow along as Seraphin unearths her true identity as well as discovers the evil surrounding her past.
If you love mermaids, this is the young adult fantasy novel for you. See the raging sea through Seraphin's eyes and struggle to make sense of the impossible. This isn't an ordinary mermaid story, the mystery is as deep as the ocean. Through intrigue and romance, you'll be caught.
Excerpt: ""Looking back, sometimes things are better off unknown. Sometimes the truth hurts more than a lie and being naive is a blessing in disguise. From that moment on, it was going to be difficult to distinguish between being protected and being lied to.""",eng
6772325,The Uses of Literacy: Aspects of Working-Class Life,"When a society becomes more affluent, does it lose other values? Are the skills that education and literacy gave millions wasted on consuming pop culture? When Richard Hoggart asked these questions in his 1957 book The Uses of Literacy, Britain was undergoing huge social change, yet his landmark work has lost none of its pertinence today.",eng
15810361,"The Future of Our Past (The Remembrance Trilogy, #1)","Julia Abbot and Ryan Matthews have been inseparable best friends since the moment they met. Each of them fight an internal battle, unwilling to risk their incredible friendship, but unable to quell their deep longing for the other. On the verge of Ryan's departure to Harvard Medical School and Julia's for her new job on the opposite coast, they are forced to face the undeniable truth of their deeper feelings and find themselves enthralled in a passion like neither has ever known.
The lovers are faced with forced separation, great distances and others who try to sabotage their relationship as both of them work to build the shared future they both dream of. When their lives begin to finally gel, Julia is offered a promotion that will jettison her career to new heights. Ryan is left angry and bereft as it will only postpone their reunion yet again. In light of the sacrifices she has made for him, he can hardly deny her, and Julia is faced with the most difficult decision of her life. Will she choose the chance of a lifetime or the love of her life?
The Future of Our Past is the first book in The Remembrance Trilogy, a truly transcendent love story of a powerful and passionate connection, like we all dream of.",eng
22008658,Pins & Need (Breaking In Bryce #2),"Bryce wakes up the morning after with plenty of physical evidence to remind him of what he and Matt got up to the night before. But did they mean what they said last night, or were they just caught up in the rush? Bryce is tortured all day at work and can't focus at band practice. When they end the night early, he texts Matt to see if he's doing anything. ""Come on over"" pops up on his phone.
The continuing bromance between Matt and Bryce features porn, a late-night trip to Walmart's hardware section, 50 feet of rope, and an edging experience that makes Bryce think he's about to lose his mind. (15,000 words)
(""Pins & Need"" is part 2 of Breaking In Bryce. Part 1 is ""Whiskey & Bedposts."")",eng
819694,Forever Amber,"Abandoned pregnant and penniless on the teeming streets of London, 16-year-old Amber St. Clare manages, by using her wits, beauty, and courage, to climb to the highest position a woman could achieve in Restoration England--that of favorite mistress of the Merry Monarch, Charles II. From whores and highwaymen to courtiers and noblemen, from events such as the Great Plague and the Fire of London to the intimate passions of ordinary--and extraordinary--men and women, Amber experiences it all. But throughout her trials and escapades, she remains, in her heart, true to the one man she really loves, the one man she can never have. Frequently compared to Gone with the Wind, Forever Amberis the other great historical romance, outselling every other American novel of the 1940s--despite being banned in Boston for its sheer sexiness. A book to read and reread, this edition brings back to print an unforgettable romance and a timeless masterpiece.",eng
2806483,In His Steps: What Would Jesus Do?,"The premier line of Classic literature from the greatest Christian authors. The finest in quality and value.As you enter the fictional world of Rev. Maxwell and stroll the streets of Raymond, you will also be journeying into your soul to ask the poignant yet simple question, ""are these the steps of Jesus?""",eng
7641554,Through the Looking-Glass and What Alice Found There,"In 1865, English author CHARLES LUTWIDGE DODGSON (1832-1898), aka Lewis Carroll, wrote a fantastical adventure story for the young daughters of a friend. The adventures of Alice-named for one of the little girls to whom the book was dedicated-who journeys down a rabbit hole and into a whimsical underworld realm instantly struck a chord with the British public, and then with readers around the world. In 1872, in reaction to the universal acclaim *Alice's Adventures in Wonderland* received, Dodgson published this sequel. Nothing is quite what it seems once Alice journeys through the looking-glass, and Dodgson's wit is infectious as he explores concepts of mirror imagery, time running backward, and strategies of chess-all wrapped up in the exploits of a spirited young girl who parries with the Red Queen, Tweedledee and Tweedledum, and other unlikely characters. In many ways, this sequel has had an even greater impact on today's pop culture than the first book.",eng
29437114,Good Vampires Go to Heaven,"New York Timesbestselling author SANDRA HILL continues her sexy deadly angels series with a good demon who might finally get his vangel wings...
WHEN HE WAS BAD . . .
Two-thousand-year-old vampire demon Zeb is supposed to spend eternity turning mortal sinners into bad guy Lucipires like himself. That way, they can grow their numbers and fight the vampire angels known as Vangels. But Zeb is a bad boy in a good way--secretly working as a double agent for none other than St. Michael the Archangel in hopes of one day earning his wings. Problem is, Zeb's betrayal is discovered.
Hello, demon dungeon.
HE WAS VERY BAD . . .
Until Regina, a foxy, flame-haired Vangel witch on a rescue mission, busts out Zeb, along with three oddball Lucipire witches. Hello, temptation!
BUT TOGETHER THEY WERE VERY GOOD . . . !
Their escape unleashes a war to defeat all Vangels forevermore. In an epic madcap battle between good and evil, a Demon just might earn his wings . . . and spend eternity with the Vangel of his wildest dreams.",eng
20871304,A Place Of Our Own (Texas Heat #3),"A Contemporary Cowboy Romance Novel
This is book 3 in the Texas Heat series and it features the lively O'Connor family, who work hard and love hard
In love with Maddie from the next ranch, Jim O'Connor has tried everything he knows to get her back. Everything except the one thing that Maddie asks for: a place of their own.
His brother has made it a life mission to make things impossible for Jim and he needs to find a way to get around the unrelenting stance of his brother in order to get the love of his life.
Maddie loves Jim with everything she has, but she's not willing to compromise on that one point. She wants a place where they can live and grow together without the constant interference of his family. In order to truly be together, they need to learn the value of compromise and how to meet each other half way.",eng
22030760,"Forever (Forever, #1)","Liv Nelson has a history that spans a millennium. She is a thousand year old Vampire and she has everything a girl could want: a global empire, money, eternal youth and beauty, a car for every day of the week, and a wall full of shoes. But with the good comes the bad, and she realizes that even with eternal life she may not be able to escape the demons created by her tortured past.
Caught in a web of love and desire, she is torn between her three lovers with whom she could share forever. Constantine, her menacing sire that will stop at nothing to get what he wants; Devon, the fun-loving immortal she made that just wants everything to stay the same; and Cole, a handsome human actor who has also stolen her heart.
As she learns more about an ancient prophecy, she is the object of a shocking revelation, which brings with it an uncertain and unwanted future, will she make the right decision?
(Contains scenes of a graphic nature intended for adults only)",eng
16135562,Prelude To A Dark Legacy,"Darkness and light...passion and intrigue...death and rebirth...It is a tale told on many levels...with seduction and romance...a merging of both fact and fiction...in a page turner that compels the reader forward with suspense and the unexpected in a tangled web of lies, deception and mysterious ties to ancient dark myths.",eng
34458335,The Trespasser,"In The Trespasser, being on the Murder squad is nothing like Detective Antoinette Conway dreamed it would be. Her partner, Stephen Moran, is the only person who seems glad she's there. The rest of her working life is a stream of thankless cases, vicious pranks, and harassment. Antoinette is savagely tough, but she's getting close to the breaking point.
Their new case looks like yet another by-the-numbers lovers' quarrel gone bad. Aislinn Murray is blond, pretty, groomed to a shine, and dead in her catalogue-perfect living room, next to a table set for a romantic dinner. There's nothing unusual about her--except that Antoinette's seen her somewhere before.
And that her death won't stay in its neat by-numbers box. Other detectives are trying to push Antoinette and Steve into arresting Aislinn's boyfriend, fast. There's a shadowy figure at the end of Antoinette's road. Aislinn's friend is hinting that she knew Aislinn was in danger. And everything they find out about Aislinn takes her further from the glossy, passive doll she seemed to be.
Antoinette knows the harassment has turned her paranoid, but she can't tell just how far gone she is. Is this case another step in the campaign to force her off the squad, or are there darker currents flowing beneath its polished surface?",eng
11239063,Duck and a Book,"When Duck finds a good book, he tells all of his animal friends to come and see it. They all doubt that Duck can read. But, when he shows them the book, they believe that they can read too!",eng
9799608,The Graveyard Book,"Nobody Owens, known to his friends as Bod, is a normal boy. He would be completely normal if he didn't live in a sprawling graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor of the dead.
There are dangers and adventures in the graveyard for a boy. But if Bod leaves the graveyard, then he will come under attack from the man Jack - who has already killed Bod's family.
Beloved master storyteller Neil Gaiman returns with a luminous new novel for the audience that embraced his New York Times best-selling modern classic Coraline. Magical, terrifying, and filled with breathtaking adventures, The Graveyard Book is sure to enthrall readers of all ages.",eng
20580081,Marking Melody (Ashland Pride #3),"All were-mountain-lion Melody Marx ever wanted was to find her mate and start a family. After being rescued from her own people by two mountain lions, she knows that she's found not just one mate, but two. She goes with them to their old home in Pennsylvania, but finds an even chillier reception than she found in Ashland.
Tristan and Micah Harrison would do anything to keep Melody safe, even if it means walking away from the Ashland Pride and their own family forever. When problems arise in their hometown of King, Pennsylvania, it turns out that the males aren't the only ones who don't approve of their mating.
Be prepared for two males with plans to hold onto their mate forever, a female searching for a place to call home, and an enemy who is always looking for new ways to wreak havoc in the males' lives. This book contains sweet males, a feisty female, and m/f/m interaction.",eng
18278320,Y: The Last Man #5,"Yorick and Agent 355's search for the one woman who may be able to save the human race comes to a close, but with a less-than-happy ending. Elsewhere, one of Yorick's closest friends takes a horrific first step towards becoming the last man on earth's greatest enemy.",eng
18463827,180 Proof Vega,"Emilio Vega is a shit-talking, eighteen-year-old gunrunner who is dragged out of the world of crime he grew up in, and forced to work for a covert organization that deals in assassination and political intrigue.
The full version of Volume 1 is expected to be published in 2015.
Note: The first three parts of Volume 1 are available for free on the author's GR profile.",eng
28505090,"Quid Pro Quo (Market Garden, #1)","For the past six months, Jared's been selling sex at Market Garden, a London club that caters to the better-off. But business is slow in the run-up to Christmas, when businessmen and bankers are too busy bickering over bonuses to rent themselves a little high-class action.
Though Jared's wallet finds the downtime unnerving, the rest of him rather enjoys the opportunity it gives him to admire Tristan, an old hand in the club whose reputation usually sees him well-booked. Jared has been crushing on Tristan for months--he's no more immune to Tristan's cockiness and confidence than the johns, and those are just Tristan's inner qualities.
Just as Jared's about to chat Tristan up, a businessman asks for something a little different: he wants to book them both. They agree--and Jared finds himself going from crush to mind-bending lust as he's made the pawn in a sexual power game. Tristan shows him how a pro handles a john while delivering the top-shelf sex for which the Market Garden is so rightly renowned.",eng
